plate,review_reason_code,customer_meaning,reviewer_comments,status
BUDR MLK,D,BUTTERMILK,BUDDER MILK MARIJUANA MILK,N
DFINGRS,1,,THE FINGERS,N
DOOSHE,1,,DOUCHE,N
EL JEFFE,2,OWNERS NAME IS JEFF,THE BOSS,N
E1O RNDY,1,,"CUSTOMER NAME NOT RANDY, RANDY IS ALSO A SEXUAL REFERENCE",N
FKYRMPG,2,FORGET KNOWING YOUR MILES PER GALLON I DRIVE A LARGE SUV,LOOKS LIKE FUCKING RAMPAGE,N
FR8O5GT,2,"MY INITIALS,MONTH AND DAY OF MOMS BIRTHDAY AND GT IS THE TYPE OF CAR IT IS.",805 AREA CODE,N
GUN BUNY,2,,GUN,N
HELLWIG,2,FAMILY LAST NAME,HELL,Y
HEMPOWR,D,I WANT THIS PLATE FOR MY HEMI POWERED CUSTOM CADILLAC,HEMP  AS IN WEED HEMPOWER HEMP LIKE EMPOWER,N
INJUN,2,I AM THE FORTY THIRD INDIVIDUAL OF NATIVE AMERICAN DESCENT TO HAVE BEEN AWARDED A PURPLE HEART,DEROGATORY TERM USED FOR NATIVE AMERICANS,N
LTHL 5O,4,"I HAVE A MUSTANG 5.0, AND THIS MEANS LETHAL 5.0!!",LETHAL AS IN KILL 5O AS IN COP,N
NRGPSTL,2,ENERGY PISTOL,LOOKS LIKE PISTOL,N
RLK 18,2,RILEY LOGAN KING 18,18 HITLER REFERENCE,N
RWD FTW,2,REAR WHEEL DRIVE FOR THE WIN,FUCK THE WORLD OR COULD BE FOR THE WIN,N
SEAN 666,2,"SEAN IS MY NAME. 6 IS MY LUCKY NUMBER, SO 666 MEANS I'LL BE VERY LUCKY ON EVERYTHING",666 MARK OF THE BEAST,Y
SNPE 394,2,,SNPE LOOKS LIKE SNIPE BUT COULD BE SNOOPY,N
STASHHH,D,ITS MY NICK NAME BECAUSE I HAVE ALWAYS HAD A BIG MUSTACHE,STASH AS IN HIDE MY STASH WEED,N
THTGLIF,2,THAT GREG LIFE,THAT G LIFE AS IN GANGSTER LIFE,N
VATO C1O,2,,VATO AS IN GANGSTER,N
WUT BUT4,1,INSIDE JOKE,WHAT BUTT,N
WUTUP B,2,WHATS UP BRIAN,LOOKS LIKE WHAT UP B AS IN BITCH BUT CUSTOMER DOES START WITH A B,N
WYT DBL,2,,"LOOKS LIKE WHITE DEVIL, THE B PROUNOUNCED AS A V",N
19SEXY9,1,,SEXY 9 AS IN 69,Y
7GR 530,2,WE ARE A JOINT FAMILY OF 7 AS OF MAY 30TH. GR REPRESENTS OUR LAST NAMES GRAVES & REYNOLDS.,530 AREA CODE,N
8BB88BB,2,NONE,PLATE LOOKS LIKE A LOOK ALIKE 888888,N
KILRAIN,2,,KILL,N
SGM8888,2,,88 HITLER REFERENCE,N
LUVIN,1,I LOVE MY TRUCK,LOVING.. COULD BE A SEXUAL REFERENCE,Y
4SMKNU,D,FOR SMOKING YOU. AS IN MY CAR IS FASTER THEN YOURS. Y DID I BUY THAT CAR? FOR SMOKING YOU..,"SMOKING IN YOU IS SLANG DOR KILLING WITH SOMEONE WITH A GUN, OR BEATIGN SOMEONE",N
515OR8,2,OAKLAND RAIDERS FAN NICKNAME,CRAZY R8,Y
FA 88M,2,FA = FIELD ARTILLERY 88M = MOTOR TRANSPORT OPERATOR,88 HITLER REFERENCE,N
FSTRIDE,2,FAST RIDE,FAST RIDE,Y
ITZ DOPE,D,IT'S COOL,"DOPE AS IN DRUGS ""ITSDOPE"" HAS BEEN DEEMED UNACCEPTABLE",N
KYLOS6,2,STAR WARS AND CAR MODEL,LOOKS LIKE KILO DRUG REFERENCE,Y
NRT2FYB,1,IN ROUTE TO FLOAT YOUR BOAT,NOT SURE WHAT NRT MEANS BUT RESEMBLES CONFIGURATION FOR.. ON MY WAY TO FUCK YOUR BITCH.. (omw2fyb),N
YUGO G,2,CARS NAME,YOU GO G AS IN GANGSTER,N
88 PORS,2,YEAR OF CAR,88 HITLER REFERENCE.. CUSTOMER DOES HAVE AN 88 PORS,Y
88REX,2,,88 HITLER REFERENCE,N
PSYSLYR,1,PHYSICS SLAYER,PUSSY SLAYER,N
AIR4MND,2,NO MICRO,LOOK SLIKE AIR FOR MIND LIKE CALLING SOME ONE AN AIR HEAD,Y
CK MOBL,2,CHRISTOPHER AND KAYLI MOBILE,CK LOOK S LIKE CRIP KILLER,N
KINGCAT,1,THE CAR IS A DODGE CHARGER HELLCAT.,CAT,Y
KSES13,2,KRISTIANSES 13,13 GANG TRANSLATION…customer has a 2013,Y
MAPX213,2,PLATE OF THE CAR I 1ST DROVE,213 LONG BEACH,N
MONGOL9,2,IT'S MONGOLIA,MONGOL LOOKS LIKE THE MOTORCYCLE GANG,N
MXAT 14,2,MOSCOW ART THEATER SCHOOL. GRADUATING CLASS OF 2014,14 GANG REFERENCE..no 2014 on record,N
OCGUNNR,2,INSTAGRAM,GUNNER,N
OPM UNKN,D,MY ALIAS/ONLINE HANDLE,LOOKS LIKE OPIUM,N
RED SWC,2,RED SPLIT WINDOW CORVETTE,RED,Y
RED TRK,2,RED TRUCK,RED,Y
SAHHGUN,2,"LAST NAME ""SAHAGUN""",GUN,N
SCRWY T,1,NO MICRO,SCREWY,N
SPD 1,5,MY INITIALS,LOOKS LIKE SACRAMENTO POLICE DEPARTMENT,N
SVR BLET,2,VEHICLE IS SILVER AND IS SHAPED LIKE A BULLET,SILVER BULLET,N
UTRYUDI,2,SAY NO TO DRUGS,YOU TRY YOU DIE,N
WESSON 1,2,NO MICRO,SMITH AND WESSON IS A GUN,Y
WHL GUNR,2,WHEEL GUNNER I AM A PRO SHOOTER AND COLLECTOR OF REVOLVERS,GUNNER,N
YO MOMMA,2,NO MICRO,YO MOMMA IS LIKE A DISS,N
1 SSR 4,2,NO MICRO,14 GANG REFERENCE,N
1UGOBLK,1,ONCE YOU GO BLACK,"ONCE YOU GO BLACK, YOU NEVER GO BACK SEXUAL REFERENCE",N
17O7CAT,1,DODGE CHALLENGER WITH A 707 HORSE POWER HELLCAT MOTOR,707 AREA CODE,Y
4X4 JEFE,2,OFF-ROADING BOSS,JEFE BOSS,N
8PEMB88,2,NO MICRO,88 HITLER REFERENCE,N
831EURO,2,AREA CODE,831 AREA CODE,N
88B8B8,2,"THIS BRZ IS BASED UPON THE TOYOTA CAR, THE GT-86, ALSO KNOWN AS THE FT-86. THE FT 88 IS WHAT THIS NEW PLATFORM IS CALLED.",LOOKS LIIKE A SUBSTITUTION /LOOK A  LIKE,N
BTCHN 13,3,NO MICRO,13 GANG REFERENCE,N
$GUIDOO,2,NO MICRO,DEROGATORY TERM FOR ITALIANS,Y
SARGE&18,2,NO MICRO,18 HITLER REFERENCE,N
VIRK&13,2,NO MICRO,13 HITLER REFERENCE no 2013 on record,N
FJ 213,2,NO MICRO,213 AREA CODE,N
BUZZ 25,D,BUZZ IS MY DOG. 25 IS MY LUCKY NUIMEBR,BUZZ AS IN HIGH,Y
DRLLIT1,D,WE ARE IN THE DIRECTIONAL DRILLING INDUSTRY AND DRILLING IS WHAT WE DO,LOOKS LIKE DR LIT AS IN WEED DOCTOR OR COULD BE DRILL IT,N
KAMAL 14,2,MY SON NAME AND HIS YEAR OF BIRTH,14 GANG REFERENCE no 2014 on record,N
NENE 14,2,NO MICRO,14 GANG REFERENCE no 2014 on record,N
PLAZURE,1,NO MICRO,PLEASURE,Y
ZEROFKZ,3,ZERO FAKES (BASKETBALL),O FUCKS,N
BRRRRAP,2,SOUND A SINGLE CYLINDER MOTORCYLE MAKE. BRRRRAP,SOUNG OF A GUN,N
CRABZ,1,NO MICRO,CRABS CRABS COULD BE CRABS OR COULD REFER TO AN STD,N
JIZNJET,1,JET MECHANIC,JIZZ AND JET.. MEANING HAVE SEX HAVE AN ORGANSM AND LEAVE,N
WTRSH,2,WHY THE RUSH?,LOOKS LIKE WHITE TRASH,N
88WHALE,2,I LOVE WHALES AND 88 IS ONE OF MY FAVORITE NUMBERS.,88 HITLER REFERENCE,N
ACKREDS,2,"COLOR OF CAR, REFERS TO NANTUCKET, MA.",REDS,N
BAIK DOW,1,,BACK DOOR.. CUSTOMER LAST NAME IS BAIK.. BACK DOOR COULD BE A SEXUAL REFERENCE,Y
BASH LA,2,,"BASH, TO MAKE FUN OF TO TALK BADLY7 ABOUT",N
BG SMOKE,D,WORK FOR LAUSD DRIVING A SCHOOL BUS.THATS MY NICKNAME.THE FULL NAME IS BIG SMOKEY THE BEAR.,BIG SMOKE,N
BH PLZZ,3,MY STEPMOM NAME IS BECKY HUNG WHICH PASS AWAY 3 YEAR AGO.,BITCH PLEASE OR BIH PLEASE IS ANOTHER WAY TO SAY BITCH,N
CALIPMW,1,CALIFORNIA POWER MOTIVATION,CALIFORNIA PUSSY MONEY WEED,N
CINS 13,2,CINDY'S 2013 CAMARO,"13 GANG REFERENCE, NO 2013 ON RECORD",N
DD18 GY,2,MY INITIAL AND MY LUCKY NUMBER.,18 HITLER REFERENCE,N
DXYNRMS,1,D)DIGITAL SINNER (XYNR) FROM MISSOURI (MS) UNDERGROUND MUSIC BAND,DIXIE ENORMOUS CHARACTER FROM AUSTIN POWERS,N
FWIW H8U,2,FINALLY WHAT I WANT HAPPENED 8 UNIVERSES,FOR WHAT ITS WORTH HATE YOU,N
JP QQ,1,MY INITIALS OF MY NAME AND LAST NAME JUAN PABLO QUEZADA QUEZADA,QQ LOOKS LIKE NIPPLES,Y
KINGS 13,2,DEDICATED TO MY FAVORITE PLAYER ON THE LOS ANGELES KINGS # 13 KYLE CLIFFORD,13 GANG REFERENCE,N
LA MF,2,LOVING ALWAYS MY FAMILY - THESE ARE ALSO MINE AND MY CHILDREN'S INITIALS,LOS ANGELES MOTHER FUCKER,N
LARSB18,2,LA RAIDERS SUPER BOWL XVIII CHAMPIONS,18 HITLER REFERENCE,N
MA N1C4,2,MA FOR MARINES AND N1C4 A MEANINGFUL CODE FOR THE USMC,LOOKS LIKE MY NICCA LIKE MY NIGGA 14 GANG REFERENCE,N
MPLG442,2,,AREA CODE SAN DIEGO,N
MUERTA3,2,NICKNAME,MUERTA MEANS DEAD,N
N O F X,3,NO EFFECTS,NO FUCKS,N
NOIR BTY,2,BLACK BEAUTY,BLACK BETTY,N
NO PANTS,1,"WE WORK FROM HOME, SO ONLY HAVE TO PUT ON PANTS WHEN WE GO OUT.",NO PANTS,N
OOG C1O,2,OLD GRAMPA C10 (C10 IS THE TRUCK NUMBER,OG ORIGINAL GANGSTER,N
O6 TACO,1,SHORT FOR 2006 TACOMA,TACO SLANG FOR VAGINA,N
RWTS 909,2,,909 AREA CODE LOS ANGELES SAN BERNARDINO ETC,N
SIT LORD,2,STAR WARS FIG,COULD BE TAKEN OFFENSIVE TELLING THE LORD TO SIT. COULD BE A STAR WARS REFERENCE.,Y
SMX AMMO,2,COMPANY NAME,AMMO AS IN AMMUNITION,N
STPLGUN,2,SONG TITLE,STAPLE GUN,Y
THE TRAP,2,LIKE SETTING A RAT TRAP,A PLACE THAT IS USED FOR WHAT SOME MAY CALL ILLEGAL ACTIVITY OT A PLACE TO MAKE MUSIC. TRAP HOUSE.. TRAPPIN,N
XBADAZZ,2,"I USED TO BE A VERY BAD BOY, BUT NOW I'M MARRIED.",X BAD ASS,N
X M18 X,2,MARCH 18,M18 HITLER REFERENCE,N
13 1LE,2,THE CAR THIS IS GOING ON IS A 2013 CAMARO WITH THE 1LE OPTION CODE.,13 HITLER REFERENCE,Y
392 H3MI,2,ENGINE NAME,392 AREA CODE,N
5 O CALI,5,ENGINE SIZE AND STATE,5 O  AS IN COPS OR AS IN 5.0,Y
5 OHH,5,"THE CAR IS A 5 LITER V8, 5OH STANDS FOR THAT",5 O AS IN COPS OR AS IN 5.0,Y
707 HP CT,2,707 HORSE POWER HELLCAT MOTOR IN DODGE CHALLENGER,"7O7 AREA CODE VALLEJO ETC, OR COULD MEAN 707 HORSE POWER",N
88TT888,2,NO MEANING,88 HITLER REFERENCE,N
8888VTM,2,INITALS IN MY NAME,88 HITLER REFERENCE,N
37BUD15,D,,BUD AS IN WEED,N
TNTBBQ,2,DYNAMITE BARBEQUE,BOMB TNT BOMB BARBECUE,N
ROM 1313,2,,13  GANG REFERENCE,N
AMT 13,2,,13 GANG REFERENCE customer does have a 2013,N
GUNNYL,2,,GUNNY GUN,N
AWZNTOP,1,SUCCESSFUL,ALWAYS ON TOP,N
BLUE Z28,2,,BLUE,Y
BLUKOLR,2,NAME OF COMPANY. BLUE KOLLAR MOTORSPORTS,BLUE COLOR,Y
FACNBDY,1,FACE BODY,DACE AND BODY,Y
FLOR805,2,"FLOORING SUPPLIER IN THE 805 AREA CODE,",805 AREA  CODE SANTA BARBARA,N
GT 4DEA,5,,GT FOR  DRUG ENFOREMENT AGENCY,N
HELLA 90,2,,ANOTHER WORD MEANINS A LOT A WHOLE HELL OF A LOT,Y
INUENDO,1,"INNUENDO SPELLED W/O ONE LETTER ""N"" SO IT WILL FIT ON THE PLATE.",TO MAKE SUBTLE REFERENCE TO. SOMETIMES USED IN THE SAYING SEXUAL INUENDO,N
I8 SEEYA,2,I8 - CAR MODEL SEEYA - BY BY,I8 LOOLKS LIKE 18,N
I812B4U,2,"I ATE ONE TOO, BEFORE YOU","I ATE ONE TO BEFORE YOU, SOUNDS LIKE BUGS.. MEANING THE CAR HTS BUGS.. ALSO A VANHALEN REFERENCE",N
LY IT DN,2,HARDWOOD/VINYL INSTALLER. LAYING MATERIAL. CAR IS ON AIR RIDE SUSPENSION. PUN INTENDED,"LAY IT DOWN, COULD BE A THREAT",N
MAYFR13,2,,13 GANG REFERENCE,N
NVW3N17,2,"IT SAYS ""LINEMAN"" UPSIDE DOWN. I AM A JOURNEYMAN ELECTRIC LINEMAN.",LINEMAN SPELLED UPSIDE DOWN AND BACKWARDS,Y
PUNCHR2,2,PUNCHUR IS OUR LAST NAME,PUNCH HER TOO,N
88 DGRS,7,1988 DODGERS,88-HITLER RELATED,Y
8O5CNCT,7,MY CONCRETE BUSINESS NAME,805 VENTURA AREA CODE,N
69 MOBB,1,69 STANDS FOR 1969 CAMARO. MOBB IS THE NAME OF CAR CLUB. THIS CAR CLUB HAS NO REFERNECE TO ANY GANG AFFLITION.,NO 69 CAR AND ALSO MOB-MEMBERS OF BLODD,N
515OFUA,3,VAN HALEN FAN. 5150 IS THE NUMERICAL CODE FOR THE BAND AND FANS . FUA:FOREVER UNDYING APPRECIATION.,FUA-FUCK YOU ASSHOLE,N
42OBS3O,D,INTIALS BASKETBALL NUMBERS GROWING UP 42 0 30,420 NATIONAL POT DAY,N
4U 2H8ON,2,FOR YOU TO HATE ON,HATE?,N
4 TWENTY,D,FAVORITE NUMBER,420 NATIONAL POT DAY,N
1947TNT,2,1947 AWESOME CAR,TNT-EXPLOSIVE?,N
14U2ENV,7,ONE FOR YOU TO ENVY,14-HITLER RELATED. NO 2014 CAR,N
YAVAR14,7,NAME AND BIRTHDATE,14-HITLER RELATED. NO 2014 CAR,N
Y A S S,3,THE ONLY WAY TO SAY YES,ASS-? URBAN SAYS SCOTTISH WAY OF SAYING YES,N
YAMLT14,7,NAME AND BIRTHDATE,14-HITLER RELATED. NO 2014 CAR,N
XNEGUSX,2,"THE TITEL HAS SUBSEQUENTLY BEEN USED TO TRANSLATE THE WORDS ""KING"" O ""EMPEROR""","NEGUS ETHIOPIA RULER BUT DOES IT SOUND LIKE ""NIGGER""",N
X MI6 X,5,ME INTELLIGENT/6 IS MY LUCKY NUMBER,MI6 IS BRITISH INTELLIGENCE?,N
WOODYZ,1,MY NICKNAME IS WOODY,WOODY CAN BE CLANG FOR ERECT PENIS,N
TRD BRO,7,TOYOTA SPECIAL EDITION BRAND,TRD-TURD OR RETARD? NO TOYOTA,N
SS22KLR,2,"MODEK CAR, FAVORITE NUMBER, NICKNAME",KILLER?,N
SMDMFKR,3,EX'S INTIALS,FKR-FUCKER,N
SLAYV 1,2,"SLAVE 1 IS THE NAME OF THE SHIP CHARACTER ""BOBAFETT"" FROM STAR WARS FLYS.",SLAVE?,N
RUSSKIE,2,"FORMER RUSSIAN ORPHAN, ADOPTED BY AMERICAN PARENTS",OFFENSIVE TO RUSSIAN,N
RALLY AF,3,RALLY AIR FORCE,AF-AS FUCK,N
POUND IT,1,"AN HOMAGE TO ""POUNDING THE PAVEMENT""",POUND THE PUSSY?,N
POHUY 1,3,THE WORD MEANS I DON'T CARE,"URABN SAYS ""POHUY"" MEANS FUCK. ONE THING ON GOOGLE SAYS IT MEANS ""DON'T GIVE A FUCK""",N
O8 MFM,1,7LWU111,MALE FEMALE MALE- SEX ADDS ALANG,N
OG PAINT,7,ORIGINAL PAINT,OG-ORIGINAL GANGSTER,N
NFCKNWY,3,"NATIONAL FOOTBALL CHAMPIONS KANSAS, NEW YORK, WASHINGTON, Y, AND IN SPANISH FOR MORE TEAMS.",NO FUCKS WAY TRYING TO SAY ZERO FUCKS GIVEN,N
M3AN346,7,MEAN E46 BODY STYLE OF BMW I WON ALSO AND ME HENCE THE WAY MEAN IS SPEALLED (M3AN).,"NO BMW M3 AND ""MEAN346"" IS OUT THERE N CURRENT?",N
MURDUAL,2,WHILE WORKING ON THIS TRUCK IF IT COULD GO WRONG IT DID THAT’S WHY WE CALL IT PURPHYS LAW DUALLY MURDUAL FOR SHORT.,MURDER YOU ALL?,N
MRPENDU,2,FAMILY NAME,URBAN SAYS SIMPLETON. GOOGLE SHOWS A BUNCH OF STICK FIGURE HANG MEN THAT SAY FUCK BY THEM.,N
LAWBB 88,7,LUCKY FOR FAMILY,88-HITLER RELATED,N
JOE KRCK,D,NICKNAME,KRCK-LIKE CRACK COCAINE?,N
ISU NUKE,2,I'M A NUCLEAR ENGINEERING STUDENT AT IDAHO STATE UNIVERSITY,"""NUKE"" IS MARKED UNACCEPTABLE.",N
H8TOWRK,2,I WORK AT A TEMP AGENCY AND THE PHRASE IS ON OF A KIND.,HATE TO WORK?,N
HTDAB,2,THE ABREVIATION OF U2'S 11TH STUDIO ALBUM. HOW TO DISMANTLE AN ATOMIC BOMB MY CAR IS 2004 AND THE ALBUM CAME OUT IN 2015,HOW TO DISMANTLE A ATOMIC BOMB. ALSO DAB IS DRUGS.,N
HI PSI,1,HIGH PRESSURE,PSI-PUSSY?,N
HELL4US,3,IT IS FOR OUR NEW CAR A DODGE HELLCAT.,HELL? NO HELLCAT REGISTERED YET,Y
GIFSFTW,3,"""GIFS"" STANDS FOR ""GRAPHIC INTERCHANGE FORMAT"" WHICH IS A DIGITAL PICTURE TYPE. ""FTW"" STANDS FOR ""FOR THE WIN""",FTW-FUCK THE WORLD,N
FYF,3,FACE YOUR FEARS,"URBAN SAYS ""FUCK YOUR FEELINGS"" BUT NOT MANY THUMBS UP 43 UP 13 DOWN",N
FAQ CBSR,3,FREQUENTLY ASKED QUESTIONS ABOUT CANCER,FUCK CANCER,N
EST 88,7,BIRTHDAY YEAR,88-HITLER RELATED,N
EL69ERR,1,THE 1969 ER BRONCO,NO 69 CAR AND IT SOUNDS SEXUAL ALSO,N
DGO4MEX,2,PLACE WHERE BORN,DGO-DAGO ITALIAN SLUR?,N
DEADBUK,2,HUNTING REFERENCE,DEAD BUCK-OFFENSIVE?,N
DAT A555,1,DATA 555 GUY THE SPACE BETWEEN WORDS IS MISPLACED TO SHOW HOW IMERFECT THE 555 DATA REALLY IS.,DAT ASS,N
CHOOCH2,3,MY DADS NIC NAME IS CHOOCH,"URBAN-FROM ITALIAN WORD ""CIACCIO"" WHICH MEANS JACKASS 1226 UP 632 DOWN",N
BXFXFXB,3,BROTHERS FOREVER FOREVER BROTHERS FOR A BROTHER THAT PASSED AWAY.,"URBAN SAYS ""BEST FRIENDS FOREVER BITCH"" 21 UP 17 DOWN",N
BRPESUK,2,THIS IS WHAT IT SOUNDS LIKE WHEN SON SAYS PRETTY TRUCK,RAPE N SUCK?,N
BEMYBAE,2,"IN REMEMBRANCE OF ME AND MY GIRLFRIENDS ANNIVERSARY. MEANING ""BE MY BAE, BEFORE ANYONE ELSE>:",BAE POOP IN DANISH,N
GET HER,2,MOVIE QUOTE,DOES IT SOUND THREATENING?,N
DEBEPOO,3,MY WIFE I CALL HER DEBBIE POO,POO IS SLANG FOR SHIT,N
14U2NV,7,ONE FOR YOU TO ENVY,14-HITLER RELATED. NO 2014 CAR,N
WSUPESE,2,WHATS GOING ON MAN,"""WHATS UP ESE"" GANG SLANG?",N
TOYS BOX,1,FOR MY TOY BOX,TOY-CAN BE SEX TOYS. BOX-SLANG FOR VAGINA. THIS IS A TRAILER PLATE THOUGH,N
PILUNGO,1,NICKNAME,COULDN'T FIND ANYTHING ON WORD BUT GOOGLE IMAGES ON SOME OF THE PICTURES MANS PENIS,N
ROCKHER,1,REFERRING TO WOMEN AND ROCK/GUITARS,ROCK HER CAN BE SEXUAL,N
PINCHEV,3,"PARTNER IN CRIME, COMPANION.",PINCHE IS FUCK IN SPANISH. WITH A V-VAGINA?,N
PCP SRT,D,PLUM CRAZY PURPLE STREET AND RACING TECHNOLOGEY,PCP-ANGELDUST A DRUG,N
OMGSASS,3,NICKNAME,"YOU CAN SEE SASSY BUT DOES ""ASS"" STAND OUT?",N
MYPIGLT,5,A PIGLET,WE USUALLY PULL PIG UNLESS MC PLATE THIS IS NOT,Y
MURDURD,2,CAR IS ALL BLACK,MURDERED,N
MIDDIES,D,FARM TRAINED MIDWIFE,URBAN SAYS POT 281 UP N 69 DWN. IT ALSO SHOWS SLANG FOR SAILER OR MIDTERMS.,N
IM12IN,1,THE SAYING STANDS FOR ME BEING A FAN OF FOOTBALL TEAM.,I'M 12 INCHES? PENIS?,N
H8 THOR,2,BMW 540I AN HOMAGE TO LOKI. THIS IS REFERNCE TO THE NORSE MYTHOLOGY ABOUT LOKI AND THOR.,HATE?,N
F BANKS,3,FIRST INTIALS AND LAST NAME OF MY FAVORITE AUTHOR,F-FUCK? NOT HIS FIRST INTIALS.,N
CUCHI,1,MI NOMBRE DE CHICA,COCHIE IS SLANG FOR VAGINA,N
CUCA,1,MOTHERS NICK NAME,URBAN- VAGINA IN SPANISH SPEAKING IN CULTURE. 402 UP 200 DOWN,N
COMMMIE,2,"IT'S A VW BUS, COMMONLY CALLED A ""COMMIE BUS""",DEROGATORY NAME TO COMMUNIST,N
CKS 8899,1,CKS IS SHORT CUT FOR MY NAME. 88 AND 99 ARE THE LUCKY NUMBERS IN CHINESE.,CKS-COCKS? HER INTIALS ARE SK,N
BUTSTUF,1,FRIEND IN ORANGE COUNTY HAS SUPDEF,BUTT STUFF,N
BOXY MOM,1,PORSCHE BOXSTER AND MOM,BOX-VAGINA. NO PORSCHE ON RECORD,N
USAF4N,7,IT’S AN HOMAGE TO MY USAF (UNITED STATES AIR FORCE) SQUADRON 4N,"""USAFAN"" IS CURRENT? BUT HIS MEANING?",N
CX4BJ,1,REMINDS ME OF MY DAD AND ALL HE STANDS FOR,BJ-BLOW JOB. CX4 IS A GUN,N
GO NRA,2,GO NATIONAL RIFLE ASSOICATION,"NRA-NATIONAL RIFLE ASSOCIATION. ""NRA"" IS CURRENT",Y
FKREYE,3,FERNADO AND KATHLEEN REYES,FK-FUCK,N
NR & OG,7,NO REGRETS ORIGINAL MEMBER. IT'S A CAR CLUB.,OG-ORIGINAL GANGSTER,N
CEA 88,2,NO MICRO,88-HITLER,N
DRUMR 13,2,NO MICRO,13-GANG,N
JJIMA 69,1,NO MICRO,COULDN'T VERIFY '69 VEHICLE,N
13 GDZLA,2,NO MICRO,13-GANG,N
831RIDE,2,NO MICRO,831- CA AREA CODE,N
BLUE8O5,2,NO MICRO,805- CA AREA CODE,N
PUF DRGN,D,NO MICRO,PUFF THE MAGIC DRAGON.. MOVIE… DRUGS,N
BTCHNRT,3,BET CHAIN RT,BITCHIN RT,N
FKKYEAH,3,FLORIDA KRAZE KRUSH YEAH,FUCK YEA,N
H8FULL8,2,8 FAMILY MEMBERS,HATEFUL EIGHT. MOVIE,N
LA G 76,2,L=LUIS A=ALMA G=GONZALEZ 76=1976,G-GANGSTER,N
MRBIG13,2,NO MICRO,13-GANG,N
THE PRIK,2,THE POINTS ON A CACTUS,PRICK,N
V8R H8R,2,NO MICRO,VADER HATER,N
1 MAD O,1,10 LUCKY NUMBER AND INITIALS MICHAEL AND ADRINE DANIELIAN,ONE MAD ORGASM?,N
15Z714G,2,2015 CHEVY Z71 FOR GREG,714 CA AREA CODE,N
619TRKR,2,619 TRUCKER,619 CA AREA CODE,N
MAL$NUT,1,SOMEONE WHO LOVES/ IS NUTS ABOUT BELGIAN MALINOIS (DOG),"MAL LOVES NUT (EJACULATE)… CUSTOMERS NAME IS NOT ""MAL""",N
8$5LOVE,2,AREA CODE LOVE THE AREA,805 CA AREA CODE,N
2MYCV18,2,NO MICRO,18-HITLER,N
USE LSD,D,IN MEMORY OF MY FATHER,DRUGS,N
ANTON 88,2,no micro,88 HITLER REFERNCE,N
ARSIN 77,2,NICKNAME,LOOKS LIKE ARSEN,N
BK65CAD,2,BARRIS KUSTOMS 1965 CADILLAC,BK BLOOD KILLER,N
B8R8O,2,FAMILY LAST NAME,88 HITLER REFERNCE,N
CADI OG,2,no micro,ORIGINAL GANGSTER,N
CCS8JWS,2,HUSBAND AND WIFE INITIALS AND YEAR OF MARRAIGE,8 LOOKS LIKE HATE OR ATE JWS LOOKS LIKE JEWS,N
CRBFRKS,1,CHRIS ROBINSON BROTHERHOOD FREAKS,FREAKS,N
DAM6112,3,SONS NAME AND BIRTHDAY,DAMN,N
DIRTY ST,1,BLACK CAR (FOCUS ST) WILL ALWAYS BE DIRTY,DIRTY COULD BE TAKEN AS A SEXUAL REFERENCE,Y
DTSU510,2,no micro,510 AREA CODE,Y
EL BULLY,2,MEANS MY 1964 IMPALA IS NUMBER 1 IN ITS CATEGORY,BULLY,N
EST68OG,2,"I WAS BORN IN 1968, THE REASON FOR EST 68, AND I EAT ONLY ORGANIC FOODS FOR THE OG.",OG ORIGINAL GANGSTER,N
FCWIFEY,3,FIRE CAPTAIN WIFE,LOOKS LIKE FUCK WIFEY,N
GTSJEFE,2,no micro,JEFE BOSS GANG REFERENCE,N
HAIL PU,2,"""HAIL PURDUE"" IS THE OFFICIAL FIGHT SONG FOR PURDUE UNIVERSITY.",LOOK S LIKE POO AS IN POOP,N
HYRDKLR,2,HIRED KILLER FOR TERMITE BUSINESS.,HIRED KILLER,N
IN2PAIN,1,I AM A BOARD CERTIFIED PAIN SPECIALIST FOR OVER 25 YEARS WITH TRAINING FROM UCLA AND HARVARD,IN TO PAIN COULD BE A TATTOO OR SEXUAL REFERENCE,N
IOIOIO,,OUR INNITIALS AND ANNIVERSARY,LOOKS ALIKE ?,N
I WAX M,1,WASH AND WAX CARS FOR A LIVING. MEANS I WAX CARS.,"I WAXEM, WAX COULD BE TO WAX PRIVATES OR TO HAVE SEX",N
KILLER4,2,KILLER 4 CYLINDER ENGINE,KILLER,N
LAGUNA C,2,REFERENCE TO LAGUNA BEACH,COULD BE LAGUNA CALIFORNIA OR LAGUNA CRIP,Y
LOCO PRO,2,ITS THE NAME OF MY PET,LOCO AS IN CRAZY,Y
LOKO 1O5,2,no micro,LOCO AS IN CRAZY,Y
MRDERD,2,no micro,MURDERED,N
OGDUZIT,2,NICKNAME,ORIGINAL GANGSTER,N
OSOPHAT,1,NICKNAME,OSO PHAT PRETTY HOT AND TEMPTING,N
RECOIL1,2,WHAT HAPPENS WHEN A FIREARMS IS SHOT. RECOIL.,RECOIL GUN REFERENCE,N
GRGULT18,2,no micro,18 HITLER REFERENCE,N
RUIN 14,2,IT'S MY HORSE'S NAME AND THE YEAR OF THE CAR,14 GANG REFRENCE,N
SEXEBST,1,NICKNAME,SEXY BEAST,Y
